race_id,日付,レース,開催地,馬名,着順,馬番,人気,horse_id,source
202655071601,2026-07-16,1,佐賀,エスプラネード,2,2,,2022106535,nar
202655071601,2026-07-16,1,佐賀,ホイッスルベイト,3,6,,2019106826,nar
202655071601,2026-07-16,1,佐賀,グリームスター,4,8,,2022103030,nar
202655071601,2026-07-16,1,佐賀,ミシャベル,5,3,,2022106225,nar
202655071601,2026-07-16,1,佐賀,ヴァシーオ,6,4,,2022104483,nar
202655071601,2026-07-16,1,佐賀,エメラルドシティー,7,1,,2022100967,nar
202655071601,2026-07-16,1,佐賀,メイショウトレック,8,9,,2021103355,nar
202655071601,2026-07-16,1,佐賀,シシノステラ,9,7,,2022102471,nar
202655071602,2026-07-16,2,佐賀,サンライズアーサー,1,7,,2023106547,nar
202655071602,2026-07-16,2,佐賀,カセノコンコルド,2,11,,2023100541,nar
